entry_id,title_normalized,title_display,media_type,franchise,season_set,part_volume,disc_start,disc_end,disc_count,storage_type,container_name,slot_start,slot_end,location_detail,format,label_raw,title_match_status,tmdb_id,tmdb_media_type,poster_path,release_year,match_confidence,notes,,
E-047-047,around_the_bend,Around the Bend,movie,,,,1,1,1,discgear,Container E,47,47,,disc,Around the Bend,unmatched,,,,,,Single-title entry,,
E-048-048,underworld,Underworld,movie,Underworld,,,1,1,1,discgear,Container E,48,48,,disc,Underworld,unmatched,,,,,,Single-title franchise entry,,
E-049-049,underworld_evolution,Underworld: Evolution,movie,Underworld,,,1,1,1,discgear,Container E,49,49,,disc,Underworld Evolution (2),unmatched,,,,,,Single-title franchise entry,,
E-050-050,the_terminator,The Terminator,movie,Terminator,,,1,1,1,discgear,Container E,50,50,,disc,Terminator,unmatched,,,,,,Canonical title normalized,,
E-051-051,terminator_2_judgment_day,Terminator 2: Judgment Day,movie,Terminator,2,,1,1,1,discgear,Container E,51,51,,disc,Terminator 2: Judgement,unmatched,,,,,,Canonical spelling normalized,,
E-052-052,terminator_3_rise_of_the_machines,Terminator 3: Rise of the Machines,movie,Terminator,3,,1,1,1,discgear,Container E,52,52,,disc,Terminator 3: Rise of Ma-,unmatched,,,,,,Canonical title normalized,,
E-053-053,blade,Blade,movie,Blade,,,1,1,1,discgear,Container E,53,53,,disc,Blade,unmatched,,,,,,Single-title franchise entry,,
E-054-054,blade_ii,Blade II,movie,Blade,2,,1,1,1,discgear,Container E,54,54,,disc,Blade 2,unmatched,,,,,,Single-title franchise entry,,
E-055-055,blade_trinity,Blade: Trinity,movie,Blade,3,,1,1,1,discgear,Container E,55,55,,disc,Blade Trinity,unmatched,,,,,,Single-title franchise entry,,
E-056-056,the_exorcist,The Exorcist,movie,,,,1,1,1,discgear,Container E,56,56,,disc,Exorcist,unmatched,,,,,,Canonical title normalized,,
E-057-057,the_exorcism_of_emily_rose,The Exorcism of Emily Rose,movie,,,,1,1,1,discgear,Container E,57,57,,disc,Excorcism of Emily Rose,unmatched,,,,,,Canonical spelling normalized,,
E-058-058,v_for_vendetta,V for Vendetta,movie,,,,1,1,1,discgear,Container E,58,58,,disc,V for Vendetta,unmatched,,,,,,Single-title entry,,
E-059-059,backdraft,Backdraft,movie,,,,1,1,1,discgear,Container E,59,59,,disc,Backdraft,unmatched,,,,,,Single-title entry,,
E-060-060,lara_croft_tomb_raider,Lara Croft: Tomb Raider,movie,Tomb Raider,,,1,1,1,discgear,Container E,60,60,,disc,Tomb Raider,unmatched,,,,,,Angelina Jolie film,,
E-061-061,mr_and_mrs_smith,Mr. & Mrs. Smith,movie,,,,1,1,1,discgear,Container E,61,61,,disc,Mr. and Mrs. Smith,unmatched,,,,,high,Pitt/Jolie film,,
E-062-062,the_punisher_2004,The Punisher,movie,Marvel,,,1,1,1,discgear,Container E,62,62,,disc,Punisher,unmatched,,,,,high,Thomas Jane version,,
E-063-063,the_lion_king,The Lion King,movie,Disney,,,1,1,1,discgear,Container E,63,63,,disc,Lion King,unmatched,,,,,high,Animated Disney version,,
E-064-064,finding_nemo,Finding Nemo,movie,Disney/Pixar,,,1,1,1,discgear,Container E,64,64,,disc,Finding Nemo,unmatched,,,,,,Animated film,,
E-065-065,tangled,Tangled,movie,Disney,,,1,1,1,discgear,Container E,65,65,,disc,Tangled,unmatched,,,,,,Animated Disney film,,
E-066-066,the_chronicles_of_narnia_prince_caspian,The Chronicles of Narnia: Prince Caspian,movie,The Chronicles of Narnia,2,,1,1,1,discgear,Container E,66,66,,disc,Chronicles of Narnia 2,unmatched,,,,,high,Full canonical title,,
E-067-067,fantasia,Fantasia,movie,Disney,,,1,1,1,discgear,Container E,67,67,,disc,Fantasia,unmatched,,,,,high,Original animated Disney film,,
E-068-068,fantasia_2000,Fantasia 2000,movie,Disney,,,1,1,1,discgear,Container E,68,68,,disc,Fantasia 2000,unmatched,,,,,,Animated Disney film,,
E-069-069,the_chronicles_of_narnia_the_lion_the_witch_and_the_wardrobe,The Chronicles of Narnia: The Lion,the Witch and the Wardrobe,movie,The Chronicles of Narnia,1,,1,1,1,discgear,Container E,69,69,disc,,Chronicles of Narnia 1,unmatched,,,,,high,Full canonical title,
E-070-070,john_carter,John Carter,movie,,,,1,1,1,discgear,Container E,70,70,,disc,John Carter,unmatched,,,,,,Single-title entry,,
E-071-071,cinderella,Cinderella,movie,Disney,,,1,1,1,discgear,Container E,71,71,,disc,Cinderella,unmatched,,,,,high,Animated Disney version,,
E-072-072,wall_e,WALL·E,movie,Disney/Pixar,,,1,1,1,discgear,Container E,72,72,,disc,Wall E,unmatched,,,,,,Canonical title normalized,,
E-073-074,indiana_jones_and_the_kingdom_of_the_crystal_skull,Indiana Jones and the Kingdom of the Crystal Skull,movie,Indiana Jones,4,,1,2,2,discgear,Container E,73,74,,disc,Indiana Jones: Crystal / Bonus,unmatched,,,,,high,Film plus bonus disc grouped together,,
E-075-075,raiders_of_the_lost_ark,Raiders of the Lost Ark,movie,Indiana Jones,1,,1,1,1,discgear,Container E,75,75,,disc,Indiana Jones: Raiders,unmatched,,,,,,Single-title franchise entry,,
E-076-076,indiana_jones_and_the_temple_of_doom,Indiana Jones and the Temple of Doom,movie,Indiana Jones,2,,1,1,1,discgear,Container E,76,76,,disc,Indiana Jones: Temple of,unmatched,,,,,,Single-title franchise entry,,
E-077-077,indiana_jones_and_the_last_crusade,Indiana Jones and the Last Crusade,movie,Indiana Jones,3,,1,1,1,discgear,Container E,77,77,,disc,Indiana Jones: Last Cru-,unmatched,,,,,,Single-title franchise entry,,
E-078-078,race_for_your_life_charlie_brown,Race for Your Life,Charlie Brown,movie,Peanuts,,,1,1,1,discgear,Container E,78,78,disc,,Charlie Brown Movie 1,unmatched,,,,,high,Resolved from custom label mapping,
E-079-079,bon_voyage_charlie_brown_and_dont_come_back,Bon Voyage,Charlie Brown (and Don't Come Back!!),movie,Peanuts,,,1,1,1,discgear,Container E,79,79,disc,,Charlie Brown Movie 2,unmatched,,,,,high,Resolved from custom label mapping,
E-080-080,a_boy_named_charlie_brown,A Boy Named Charlie Brown,movie,Peanuts,,,1,1,1,discgear,Container E,80,80,,disc,Charlie Brown Movie 3,unmatched,,,,,high,Resolved from custom label mapping,,
E-081-081,snoopy_come_home,Snoopy,Come Home,movie,Peanuts,,,1,1,1,discgear,Container E,81,81,disc,,Charlie Brown Movie 4,unmatched,,,,,high,Resolved from custom label mapping,
E-082-082,a_bugs_life,A Bug's Life,movie,Disney/Pixar,,,1,1,1,discgear,Container E,82,82,,disc,"Bugs Live, A",unmatched,,,,,,Canonical title normalized,,
E-083-083,pocahontas,Pocahontas,movie,Disney,,,1,1,1,discgear,Container E,83,83,,disc,Pocahantes,unmatched,,,,,high,Animated Disney version,,
E-084-084,hercules,Hercules,movie,Disney,,,1,1,1,discgear,Container E,84,84,,disc,Hercules (disney),unmatched,,,,,high,Animated Disney version,,
E-085-085,how_to_train_your_dragon_the_hidden_world,How to Train Your Dragon: The Hidden World,movie,How to Train Your Dragon,3,,1,1,1,discgear,Container E,85,85,,disc,"How train Dragon, Hidden",unmatched,,,,,high,Third film in series,,
E-086-086,hancock,Hancock,movie,,,,1,1,1,discgear,Container E,86,86,,disc,Hancock,unmatched,,,,,,Single-title entry,,
E-087-087,scooby_doo,Scooby-Doo,movie,Scooby-Doo,,,1,1,1,discgear,Container E,87,87,,disc,Scooby Doo 1,unmatched,,,,,,Live-action film,,
E-088-088,scooby_doo_2_monsters_unleashed,Scooby-Doo 2: Monsters Unleashed,movie,Scooby-Doo,2,,1,1,1,discgear,Container E,88,88,,disc,"Scooby Doo 2, Monsters",unmatched,,,,,,Live-action sequel,,
E-089-089,meet_the_robinsons,Meet the Robinsons,movie,Disney,,,1,1,1,discgear,Container E,89,89,,disc,Meet the Robinsons,unmatched,,,,,,Animated Disney film,,
E-090-090,monsters_inc,Monsters,Inc.,movie,Disney/Pixar,,,1,1,1,discgear,Container E,90,90,disc,,"Monsters, Inc",unmatched,,,,,,Animated film,
E-091-091,the_chronicles_of_narnia_the_voyage_of_the_dawn_treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,movie,The Chronicles of Narnia,3,,1,1,1,discgear,Container E,91,91,,disc,Chronicles of Narnia 3,unmatched,,,,,high,Full canonical title,,
E-092-092,sleeping_beauty,Sleeping Beauty,movie,Disney,,,1,1,1,discgear,Container E,92,92,,disc,Sleeping Beauty,unmatched,,,,,high,Animated Disney classic,,
E-093-093,sands_of_oblivion,Sands of Oblivion,movie,,,,1,1,1,discgear,Container E,93,93,,disc,Sands of Oblivion,unmatched,,,,,,Morena Baccarin film,,
E-094-094,meet_dave,Meet Dave,movie,,,,1,1,1,discgear,Container E,94,94,,disc,Meet Dave,unmatched,,,,,,Single-title entry,,
E-095-095,greenberg,Greenberg,movie,,,,1,1,1,discgear,Container E,95,95,,disc,Greenburg,unmatched,,,,,,Canonical spelling normalized,,
E-096-096,frost_nixon,Frost/Nixon,movie,,,,1,1,1,discgear,Container E,96,96,,disc,Frost Nixon,unmatched,,,,,,Canonical punctuation normalized,,
E-097-097,the_sessions,The Sessions,movie,,,,1,1,1,discgear,Container E,97,97,,disc,The Sessions,unmatched,,,,,high,Helen Hunt film,,
E-098-098,being_flynn,Being Flynn,movie,,,,1,1,1,discgear,Container E,98,98,,disc,Being Flynn,unmatched,,,,,,Single-title entry,,
E-099-099,tarzan,Tarzan,movie,Disney,,,1,1,1,discgear,Container E,99,99,,disc,Tarzan,unmatched,,,,,high,Animated Disney version,,
E-100-100,beauty_and_the_beast,Beauty and the Beast,movie,Disney,,,1,1,1,discgear,Container E,100,100,,disc,Beauty and the Beast,unmatched,,,,,high,Original animated Disney film,,
D-001-001,kissing_jessica_stein,Kissing Jessica Stein,movie,,,,1,1,1,discgear,Container D,1,1,,disc,Kissing Jessica Stein,unmatched,,,,,,Single-title entry,,
D-002-003,mulan,Mulan,movie,Disney,,,1,2,2,discgear,Container D,2,3,,disc,Mulan: disc 1 / disc 2,unmatched,,,,,,One film across two discs,,
D-004-007,firefly,Firefly,tv,Firefly,1,,1,4,4,discgear,Container D,4,7,,disc,Firefly Disc 1-4,unmatched,,,,,,Complete series set across four discs,,
D-008-008,back_to_the_future,Back to the Future,movie,Back to the Future,1,,1,1,1,discgear,Container D,8,8,,disc,Back to the Future,unmatched,,,,,,Single-title franchise entry,,
D-009-009,back_to_the_future_part_ii,Back to the Future Part II,movie,Back to the Future,2,,1,1,1,discgear,Container D,9,9,,disc,Back to the Future 2,unmatched,,,,,,Single-title franchise entry,,
D-010-010,back_to_the_future_part_iii,Back to the Future Part III,movie,Back to the Future,3,,1,1,1,discgear,Container D,10,10,,disc,Back to the Future 3,unmatched,,,,,,Single-title franchise entry,,
D-011-011,avengers_age_of_ultron,Avengers: Age of Ultron,movie,Marvel Avengers,2,,1,1,1,discgear,Container D,11,11,,disc,"Avengers, Ultron",unmatched,,,,,,Single-title franchise entry,,
D-012-013,the_avengers,The Avengers,movie,Marvel Avengers,1,,1,2,2,discgear,Container D,12,13,,disc,"Avengers, BR / Avengers, DVD",unmatched,,,,,,Single entry with both Blu-ray and DVD formats,,
D-014-014,x_men_first_class,X-Men: First Class,movie,X-Men,,,1,1,1,discgear,Container D,14,14,,disc,X-Men: First class,unmatched,,,,,,Single-title franchise entry,,
D-015-015,trick_r_treat,Trick 'r Treat,movie,,,,1,1,1,discgear,Container D,15,15,,disc,Trick R Treat,unmatched,,,,,,Canonical title normalized,,
D-016-016,grease,Grease,movie,,,,1,1,1,discgear,Container D,16,16,,disc,Grease,unmatched,,,,,,Single-title entry,,
D-017-017,transformers,Transformers,movie,Transformers,1,,1,1,1,discgear,Container D,17,17,,disc,Transformers 1,unmatched,,,,,,Single-title franchise entry,,
D-018-018,transformers_revenge_of_the_fallen,Transformers: Revenge of the Fallen,movie,Transformers,2,,1,1,1,discgear,Container D,18,18,,disc,Transformers 2,unmatched,,,,,,Single-title franchise entry,,
D-019-021,frank_herberts_dune,Frank Herbert's Dune,tv,Dune,,,1,3,3,discgear,Container D,19,21,,disc,"Dune, FH, #1-#3",unmatched,,,,,,Sci-Fi Channel miniseries across three discs,,
D-022-023,children_of_dune,Children of Dune,tv,Dune,,,1,2,2,discgear,Container D,22,23,,disc,"Dune, Chil #1-#2",unmatched,,,,,,Sci-Fi Channel miniseries across two discs,,
D-024-024,the_goonies,The Goonies,movie,,,,1,1,1,discgear,Container D,24,24,,disc,"Goonies, BR",unmatched,,,,,,Blu-ray edition,,
D-025-025,dune_1984_extended,Dune,movie,Dune,,,1,1,1,discgear,Container D,25,25,,disc,"Dune, Extended",unmatched,,,,,high,Extended version of the 1984 Kyle MacLachlan film,,
D-026-026,the_social_network,The Social Network,movie,,,,1,1,1,discgear,Container D,26,26,,disc,Social Network,unmatched,,,,,,Canonical title normalized,,
D-027-027,within_temptation_black_symphony,Within Temptation: Black Symphony,movie,Within Temptation,,,1,1,1,discgear,Container D,27,27,,disc,Black Symphony,unmatched,,,,,high,Concert DVD,,
D-028-028,thor,Thor,movie,Marvel,,,1,1,1,discgear,Container D,28,28,,disc,Thor,unmatched,,,,,,Single-title entry,,
D-029-029,the_amazing_spider_man_2,The Amazing Spider-Man 2,movie,Spider-Man,2,,1,1,1,discgear,Container D,29,29,,disc,"Spiderman, Am. 2",unmatched,,,,,,Single-title franchise entry,,
D-030-030,the_amazing_spider_man,The Amazing Spider-Man,movie,Spider-Man,1,,1,1,1,discgear,Container D,30,30,,disc,Amazing Spiderman,unmatched,,,,,,Single-title franchise entry,,
D-031-031,iron_man_2,Iron Man 2,movie,Marvel,,,1,1,1,discgear,Container D,31,31,,disc,Iron Man 2,unmatched,,,,,,Single-title entry,,
D-032-035,chuck,Chuck,tv,Chuck,1,,1,4,4,discgear,Container D,32,35,,disc,"Chuck S1, D1-D4",unmatched,,,,,,Grouped season row,,
D-036-041,chuck,Chuck,tv,Chuck,2,,1,6,6,discgear,Container D,36,41,,disc,"Chuck S2, D1-D6",unmatched,,,,,,Grouped season row,,
D-042-045,chuck,Chuck,tv,Chuck,3,,1,5,5,discgear,Container D,42,45,,disc,"Chuck S3, D1-D5",unmatched,,,,,,Grouped season row,,
D-046-051,chuck,Chuck,tv,Chuck,4,,1,6,6,discgear,Container D,46,51,,disc,"Chuck S4, D1-D6",unmatched,,,,,,Grouped season row; slot 47 inferred from complete set confirmation,,
D-052-054,chuck,Chuck,tv,Chuck,5,,1,3,3,discgear,Container D,52,54,,disc,"Chuck S5, D1-D3",unmatched,,,,,,Grouped season row based on visible discs in batch,,
D-055-058,the_west_wing,The West Wing,tv,The West Wing,1,,1,4,4,discgear,Container D,55,58,,disc,"West Wing S1, D1-D4",unmatched,,,,,,Grouped season row,,
D-059-062,the_west_wing,The West Wing,tv,The West Wing,2,,1,4,4,discgear,Container D,59,62,,disc,"West Wing S2, D1-D4",unmatched,,,,,,Grouped season row,,
D-063-066,the_west_wing,The West Wing,tv,The West Wing,3,,1,4,4,discgear,Container D,63,66,,disc,"West Wing S3, D1-D4",unmatched,,,,,,Grouped season row,,
D-067-072,the_west_wing,The West Wing,tv,The West Wing,4,,1,6,6,discgear,Container D,67,72,,disc,"West Wing S4, D1-D6",unmatched,,,,,,Grouped season row,,
D-073-078,the_west_wing,The West Wing,tv,The West Wing,5,,1,6,6,discgear,Container D,73,78,,disc,"West Wing S5, D1-D6",unmatched,,,,,,Grouped season row,,
D-079-084,the_west_wing,The West Wing,tv,The West Wing,6,,1,6,6,discgear,Container D,79,84,,disc,"West Wing S6, D1-D6",unmatched,,,,,,Grouped season row,,
D-085-090,the_west_wing,The West Wing,tv,The West Wing,7,,1,6,6,discgear,Container D,85,90,,disc,"West Wing S7, D1-D6",unmatched,,,,,,Grouped season row,,
D-091-091,i_am_legend,I Am Legend,movie,,,,1,1,1,discgear,Container D,91,91,,disc,I am Legend,unmatched,,,,,,Single-title entry,,
D-092-092,hans_zimmer_live,Hans Zimmer Live,movie,Hans Zimmer,,,1,1,1,discgear,Container D,92,92,,disc,"Hans Zimmer, Live",unmatched,,,,,high,DVD of early world tour live concert,,
D-093-093,rise_of_the_planet_of_the_apes,Rise of the Planet of the Apes,movie,Planet of the Apes,,,1,1,1,discgear,Container D,93,93,,disc,"Rise, Plnt Apes",unmatched,,,,,,Canonical title normalized,,
D-094-094,black_swan,Black Swan,movie,,,,1,1,1,discgear,Container D,94,94,,disc,Black Swan,unmatched,,,,,,Single-title entry,,
D-095-095,silver_linings_playbook,Silver Linings Playbook,movie,,,,1,1,1,discgear,Container D,95,95,,disc,Silver Linings Plybk,unmatched,,,,,,Canonical title normalized,,
D-096-096,get_smart,Get Smart,movie,,,,1,1,1,discgear,Container D,96,96,,disc,Get Smart,unmatched,,,,,,Single-title entry,,
D-097-097,captain_america_the_first_avenger,Captain America: The First Avenger,movie,Marvel,,,1,1,1,discgear,Container D,97,97,,disc,Captain America 1st,unmatched,,,,,,Canonical title normalized,,
D-098-098,shawshank_redemption,The Shawshank Redemption,movie,,,,1,1,1,discgear,Container D,98,98,,disc,Shawshank Redemp.,unmatched,,,,,,Canonical title normalized,,
D-099-099,speed_racer,Speed Racer,movie,,,,1,1,1,discgear,Container D,99,99,,disc,Speed Racer,unmatched,,,,,,Single-title entry,,
D-100-100,within_temptation_black_symphony,Within Temptation: Black Symphony,movie,Within Temptation,,,1,1,1,discgear,Container D,100,100,,disc,Black Symphony,review,,,,,,Possible duplicate OCR occurrence; confirm whether slot 100 is Black Symphony or another title,,
A-001-001,ghostbusters,Ghostbusters,movie,Ghostbusters,,,1,1,1,discgear,Container A,1,1,,disc,Ghostbusters 1,unmatched,,,,,,Separate film row,,
A-002-002,ghostbusters_ii,Ghostbusters II,movie,Ghostbusters,2,,1,1,1,discgear,Container A,2,2,,disc,Ghostbusters 2,unmatched,,,,,,Separate film row,,
A-003-003,the_three_musketeers_1993,The Three Musketeers,movie,,,,1,1,1,discgear,Container A,3,3,,disc,"Three Musketeers, The",unmatched,,,,,high,1993 film with Kiefer Sutherland / Oliver Platt cast,,
A-004-004,titanic,Titanic,movie,,,,1,1,1,discgear,Container A,4,4,,disc,Titanic,unmatched,,,,,,Single-title entry,,
A-005-005,stigmata,Stigmata,movie,,,,1,1,1,discgear,Container A,5,5,,disc,Stigmata,unmatched,,,,,,Single-title entry,,
A-006-006,crimson_tide,Crimson Tide,movie,,,,1,1,1,discgear,Container A,6,6,,disc,Crimson Tide,unmatched,,,,,,Single-title entry,,
A-007-007,swat,S.W.A.T.,movie,,,,1,1,1,discgear,Container A,7,7,,disc,S.W.A.T.,unmatched,,,,,,Single-title entry,,
A-008-008,i_robot,I,Robot,movie,,,,1,1,1,discgear,Container A,8,8,disc,,"I, Robot",unmatched,,,,,,Single-title entry,
A-009-009,minority_report,Minority Report,movie,,,,1,1,1,discgear,Container A,9,9,,disc,Minority Report,unmatched,,,,,,Single-title entry,,
A-010-010,spider_man_2,Spider-Man 2,movie,Spider-Man,2,,1,1,1,discgear,Container A,10,10,,disc,Spiderman 2,unmatched,,,,,,Canonical title normalized,,
A-011-011,contact,Contact,movie,,,,1,1,1,discgear,Container A,11,11,,disc,Contact,unmatched,,,,,,Single-title entry,,
A-012-012,the_sum_of_all_fears,The Sum of All Fears,movie,,,,1,1,1,discgear,Container A,12,12,,disc,"Sum of All Fears, The",unmatched,,,,,,Canonical title normalized,,
A-013-013,spider_man,Spider-Man,movie,Spider-Man,1,,1,1,1,discgear,Container A,13,13,,disc,Spiderman,unmatched,,,,,,Canonical title normalized,,
A-014-014,masters_of_the_universe,Masters of the Universe,movie,,,,1,1,1,discgear,Container A,14,14,,disc,Masters of the Universe,unmatched,,,,,,Single-title entry,,
A-015-015,lilo_and_stitch,Lilo & Stitch,movie,Disney,,,1,1,1,discgear,Container A,15,15,,disc,Lilo & Stitch,unmatched,,,,,,Animated Disney film,,
A-016-016,ladyhawke,Ladyhawke,movie,,,,1,1,1,discgear,Container A,16,16,,disc,Ladyhawke,unmatched,,,,,,Single-title entry,,
A-017-017,deep_impact,Deep Impact,movie,,,,1,1,1,discgear,Container A,17,17,,disc,Deep Impact,unmatched,,,,,,Single-title entry,,
A-018-018,x2,X2,movie,X-Men,2,,1,1,1,discgear,Container A,18,18,,disc,X-Men United,unmatched,,,,,high,Normalized to canonical release title X2,,
A-019-019,x_men,X-Men,movie,X-Men,1,,1,1,1,discgear,Container A,19,19,,disc,X-Men,unmatched,,,,,,Single-title franchise entry,,
A-020-020,the_incredibles,The Incredibles,movie,Disney/Pixar,,,1,1,1,discgear,Container A,20,20,,disc,"Incredibles, The",unmatched,,,,,,Animated film,,
A-021-021,pirates_of_the_caribbean_the_curse_of_the_black_pearl,Pirates of the Caribbean: The Curse of the Black Pearl,movie,Pirates of the Caribbean,1,,1,1,1,discgear,Container A,21,21,,disc,Pirates of the Caribbean,unmatched,,,,,high,Black Pearl confirmed,,
A-022-022,superman,Superman,movie,Superman,1,,1,1,1,discgear,Container A,22,22,,disc,Superman,unmatched,,,,,,Canonical franchise entry,,
A-023-023,superman_ii,Superman II,movie,Superman,2,,1,1,1,discgear,Container A,23,23,,disc,Superman 2,unmatched,,,,,,Canonical franchise entry,,
A-024-024,swing_kids,Swing Kids,movie,,,,1,1,1,discgear,Container A,24,24,,disc,Swing Kids,unmatched,,,,,,Single-title entry,,
A-025-025,the_whole_nine_yards,The Whole Nine Yards,movie,,,,1,1,1,discgear,Container A,25,25,,disc,"Whole Nine Yards, The",unmatched,,,,,,Canonical title normalized,,
A-026-026,the_whole_ten_yards,The Whole Ten Yards,movie,,,,1,1,1,discgear,Container A,26,26,,disc,"Whole Ten Yards, The",unmatched,,,,,,Canonical title normalized,,
A-027-027,bill_and_teds_excellent_adventure,Bill & Ted's Excellent Adventure,movie,Bill & Ted,1,,1,1,1,discgear,Container A,27,27,,disc,Bill & Ted's Excellent Adventure,unmatched,,,,,,Single-title franchise entry,,
A-028-028,bill_and_teds_bogus_journey,Bill & Ted's Bogus Journey,movie,Bill & Ted,2,,1,1,1,discgear,Container A,28,28,,disc,Bill & Ted's Bogus Journey,unmatched,,,,,,Single-title franchise entry,,
A-029-029,monty_python_and_the_holy_grail,Monty Python and the Holy Grail,movie,,,,1,1,1,discgear,Container A,29,29,,disc,Monty Python and the Holy Grail,unmatched,,,,,,Single-title entry,,
A-030-030,army_of_darkness,Army of Darkness,movie,Evil Dead,,,1,1,1,discgear,Container A,30,30,,disc,Army of Darkness,unmatched,,,,,,Single-title franchise entry,,
A-031-031,spaceballs,Spaceballs,movie,,,,1,1,1,discgear,Container A,31,31,,disc,Spaceballs,unmatched,,,,,,Single-title entry,,
A-032-032,the_italian_job,The Italian Job,movie,,,,1,1,1,discgear,Container A,32,32,,disc,"Italian Job, The",unmatched,,,,,,Canonical title normalized,,
A-033-033,the_cutting_edge,The Cutting Edge,movie,,,,1,1,1,discgear,Container A,33,33,,disc,"Cutting Edge, The",unmatched,,,,,,Canonical title normalized,,
A-034-034,the_day_after_tomorrow,The Day After Tomorrow,movie,,,,1,1,1,discgear,Container A,34,34,,disc,"Day After Tomorrow, The",unmatched,,,,,,Canonical title normalized,,
A-035-035,twister,Twister,movie,,,,1,1,1,discgear,Container A,35,35,,disc,Twister,unmatched,,,,,,Single-title entry,,
A-036-036,footloose,Footloose,movie,,,,1,1,1,discgear,Container A,36,36,,disc,Footloose,unmatched,,,,,,Single-title entry,,
A-037-037,ghost,Ghost,movie,,,,1,1,1,discgear,Container A,37,37,,disc,Ghost,unmatched,,,,,,Single-title entry,,
A-038-038,napoleon_dynamite,Napoleon Dynamite,movie,,,,1,1,1,discgear,Container A,38,38,,disc,Napoleon Dynamite,unmatched,,,,,,Single-title entry,,
A-039-039,the_sandlot,The Sandlot,movie,,,,1,1,1,discgear,Container A,39,39,,disc,"Sandlot, The",unmatched,,,,,,Canonical title normalized,,
A-040-040,my_big_fat_greek_wedding,My Big Fat Greek Wedding,movie,,,,1,1,1,discgear,Container A,40,40,,disc,My Big Fat Greek Wedding,unmatched,,,,,,Single-title entry,,
A-041-041,donnie_darko,Donnie Darko,movie,,,,1,1,1,discgear,Container A,41,41,,disc,Donnie Darko,unmatched,,,,,,Single-title entry,,
A-042-042,e_t_the_extra_terrestrial,E.T. the Extra-Terrestrial,movie,,,,1,1,1,discgear,Container A,42,42,,disc,E.T.,unmatched,,,,,,Canonical title normalized,,
A-043-043,braveheart,Braveheart,movie,,,,1,1,1,discgear,Container A,43,43,,disc,Braveheart,unmatched,,,,,,Single-title entry,,
A-044-044,the_prince_of_egypt,The Prince of Egypt,movie,,,,1,1,1,discgear,Container A,44,44,,disc,"Prince of Egypt, The",unmatched,,,,,,Canonical title normalized,,
A-045-045,the_patriot,The Patriot,movie,,,,1,1,1,discgear,Container A,45,45,,disc,"Patriot, The",unmatched,,,,,,Canonical title normalized,,
A-046-046,reign_of_fire,Reign of Fire,movie,,,,1,1,1,discgear,Container A,46,46,,disc,Reign of Fire,unmatched,,,,,,Single-title entry,,
A-047-047,a_series_of_unfortunate_events,Lemony Snicket's A Series of Unfortunate Events,movie,,,,1,1,1,discgear,Container A,47,47,,disc,A Series of Unfortunate Events,unmatched,,,,,high,Normalized to full release title,,
A-048-048,harry_potter_and_the_prisoner_of_azkaban,Harry Potter and the Prisoner of Azkaban,movie,Harry Potter,3,,1,1,1,discgear,Container A,48,48,,disc,Harry Potter and the Prisoner of Azka,unmatched,,,,,,Canonical title normalized,,
A-049-049,harry_potter_and_the_chamber_of_secrets,Harry Potter and the Chamber of Secrets,movie,Harry Potter,2,,1,1,1,discgear,Container A,49,49,,disc,Harry Potter and the Chamber of Secre,unmatched,,,,,,Canonical title normalized,,
A-050-050,harry_potter_and_the_sorcerers_stone,Harry Potter and the Sorcerer's Stone,movie,Harry Potter,1,,1,1,1,discgear,Container A,50,50,,disc,Harry Potter and the Sorcerers Stone,unmatched,,,,,,Canonical punctuation normalized,,
A-051-051,harry_potter_and_the_goblet_of_fire,Harry Potter and the Goblet of Fire,movie,Harry Potter,4,,1,1,1,discgear,Container A,51,51,,disc,Harry Potter & The Goblet of Fire,unmatched,,,,,,Canonical title normalized,,
A-052-052,batman_1989,Batman,movie,Batman,,,1,1,1,discgear,Container A,52,52,,disc,Batman,unmatched,,,,,high,1989 film,,
A-053-053,national_treasure,National Treasure,movie,,,,1,1,1,discgear,Container A,53,53,,disc,National Treasure,unmatched,,,,,,Single-title entry,,
A-054-054,beetlejuice,Beetlejuice,movie,,,,1,1,1,discgear,Container A,54,54,,disc,Beetlejuice,unmatched,,,,,,Single-title entry,,
A-055-055,sleepy_hollow,Sleepy Hollow,movie,,,,1,1,1,discgear,Container A,55,55,,disc,Sleepy Hollow,unmatched,,,,,,Single-title entry,,
A-056-056,hellboy,Hellboy,movie,Hellboy,,,1,1,1,discgear,Container A,56,56,,disc,Hellboy,unmatched,,,,,,Single-title entry,,
A-057-057,the_village,The Village,movie,,,,1,1,1,discgear,Container A,57,57,,disc,"Village, The",unmatched,,,,,,Canonical title normalized,,
A-058-058,signs,Signs,movie,,,,1,1,1,discgear,Container A,58,58,,disc,Signs,unmatched,,,,,,Single-title entry,,
A-059-059,unbreakable,Unbreakable,movie,,,,1,1,1,discgear,Container A,59,59,,disc,Unbreakable,unmatched,,,,,,Single-title entry,,
A-060-060,the_sixth_sense,The Sixth Sense,movie,,,,1,1,1,discgear,Container A,60,60,,disc,"Sixth Sense, The",unmatched,,,,,,Canonical title normalized,,
A-061-061,joshua,Joshua,movie,,,,1,1,1,discgear,Container A,61,61,,disc,Joshua,unmatched,,,,,medium,Religious film where Joshua is revealed as Jesus,,
