entry_id,title_normalized,title_display,media_type,franchise,season_set,part_volume,disc_start,disc_end,disc_count,storage_type,container_name,slot_start,slot_end,location_detail,format,label_raw,title_match_status,tmdb_id,tmdb_media_type,poster_path,release_year,match_confidence,notes
INV-0217,ghostbusters ii,Ghostbusters II,movie,Ghostbusters,,2,2,2,1,discgear,Container A,2,2,,,,unmatched,,,,,,
INV-0218,crimson tide,Crimson Tide,movie,,,,6,6,1,discgear,Container A,6,6,,,,unmatched,,,,,,
INV-0219,swat,S.W.A.T.,movie,,,,7,7,1,discgear,Container A,7,7,,,,unmatched,,,,,,
INV-0220,i robot,"I, Robot",movie,,,,8,8,1,discgear,Container A,8,8,,,,unmatched,,,,,,
INV-0221,minority report,Minority Report,movie,,,,9,9,1,discgear,Container A,9,9,,,,unmatched,,,,,,
INV-0222,the sum of all fears,The Sum of All Fears,movie,,,,12,12,1,discgear,Container A,12,12,,,,unmatched,,,,,,
INV-0223,ladyhawke,Ladyhawke,movie,,,,16,16,1,discgear,Container A,16,16,,,,unmatched,,,,,,
INV-0224,x2 x-men united,X2: X-Men United,movie,X-Men,,2,18,18,1,discgear,Container A,18,18,,,,unmatched,,,,,,
INV-0225,x-men,X-Men,movie,X-Men,,1,19,19,1,discgear,Container A,19,19,,,,unmatched,,,,,,
INV-0226,pirates of the caribbean the curse of the black pearl,Pirates of the Caribbean: The Curse of the Black Pearl,movie,Pirates of the Caribbean,,1,21,21,1,discgear,Container A,21,21,,,,unmatched,,,,,,
INV-0227,superman 1978,Superman,movie,Superman,,1,22,22,1,discgear,Container A,22,22,,,,unmatched,,,,,,
INV-0228,superman ii,Superman II,movie,Superman,,2,23,23,1,discgear,Container A,23,23,,,,unmatched,,,,,,
INV-0229,braveheart a,Braveheart,movie,,,,43,43,1,discgear,Container A,43,43,,,,unmatched,,,,,,
INV-0230,harry potter goblet of fire,Harry Potter and the Goblet of Fire,movie,Harry Potter,4,,51,51,1,discgear,Container A,51,51,,,,unmatched,,,,,,
INV-0231,harry potter sorcerers stone,Harry Potter and the Sorcerer's Stone,movie,Harry Potter,1,,50,50,1,discgear,Container A,50,50,,,,unmatched,,,,,,
INV-0232,harry potter chamber of secrets,Harry Potter and the Chamber of Secrets,movie,Harry Potter,2,,49,49,1,discgear,Container A,49,49,,,,unmatched,,,,,,
INV-0233,harry potter prisoner of azkaban,Harry Potter and the Prisoner of Azkaban,movie,Harry Potter,3,,48,48,1,discgear,Container A,48,48,,,,unmatched,,,,,,
INV-0234,the patriot,The Patriot,movie,,,,45,45,1,discgear,Container A,45,45,,,,unmatched,,,,,,
INV-0235,the matrix revolutions,The Matrix Revolutions,movie,The Matrix,,3,62,62,1,discgear,Container A,62,62,,,,unmatched,,,,,,
INV-0236,the matrix reloaded,The Matrix Reloaded,movie,The Matrix,,2,63,63,1,discgear,Container A,63,63,,,,unmatched,,,,,,
INV-0237,the matrix,The Matrix,movie,The Matrix,,1,64,64,1,discgear,Container A,64,64,,,,unmatched,,,,,,
INV-0238,kingdom of heaven,Kingdom of Heaven,movie,,,,65,65,1,discgear,Container A,65,65,,,,unmatched,,,,,,
INV-0239,gladiator a,Gladiator,movie,,,,67,67,1,discgear,Container A,67,67,,,,unmatched,,,,,,
INV-0240,troy,Troy,movie,,,,69,69,1,discgear,Container A,69,69,,,,unmatched,,,,,,
INV-0241,the mummy returns,The Mummy Returns,movie,The Mummy,,2,71,71,1,discgear,Container A,71,71,,,,unmatched,,,,,,
INV-0242,the mummy,The Mummy,movie,The Mummy,,1,72,72,1,discgear,Container A,72,72,,,,unmatched,,,,,,
INV-0243,equilibrium,Equilibrium,movie,,,,74,74,1,discgear,Container A,74,74,,,,unmatched,,,,,,
INV-0244,coming to america,Coming to America,movie,,,,75,75,1,discgear,Container A,75,75,,,,unmatched,,,,,,
INV-0245,supergirl,Supergirl,movie,Superman,,,80,80,1,discgear,Container A,80,80,,,,unmatched,,,,,,
INV-0246,stealth,Stealth,movie,,,,81,81,1,discgear,Container A,81,81,,,,unmatched,,,,,,
INV-0247,the princess bride,The Princess Bride,movie,,,,84,84,1,discgear,Container A,84,84,,,,unmatched,,,,,,
INV-0248,shrek,Shrek,movie,Shrek,,1,88,88,1,discgear,Container A,88,88,,,,unmatched,,,,,,
INV-0249,shrek 2,Shrek 2,movie,Shrek,,2,87,87,1,discgear,Container A,87,87,,,,unmatched,,,,,,
INV-0250,willow,Willow,movie,,,,89,89,1,discgear,Container A,89,89,,,,unmatched,,,,,,
INV-0251,a knights tale,A Knight's Tale,movie,,,,90,90,1,discgear,Container A,90,90,,,,unmatched,,,,,,
INV-0252,dungeons and dragons,Dungeons & Dragons,movie,,,,91,91,1,discgear,Container A,91,91,,,,unmatched,,,,,,
INV-0253,the legend of zorro,The Legend of Zorro,movie,Zorro,,2,93,93,1,discgear,Container A,93,93,,,,unmatched,,,,,,
INV-0254,the mask of zorro,The Mask of Zorro,movie,Zorro,,1,94,94,1,discgear,Container A,94,94,,,,unmatched,,,,,,
INV-0255,hook,Hook,movie,,,,97,97,1,discgear,Container A,97,97,,,,unmatched,,,,,,
INV-0256,pleasantville,Pleasantville,movie,,,,98,98,1,discgear,Container A,98,98,,,,unmatched,,,,,,
INV-0257,the sixth sense,The Sixth Sense,movie,M. Night Shyamalan,,,60,60,1,discgear,Container A,60,60,,,,unmatched,,,,,,
INV-0258,unbreakable a,Unbreakable,movie,M. Night Shyamalan,,,59,59,1,discgear,Container A,59,59,,,,unmatched,,,,,,
INV-0259,signs,Signs,movie,M. Night Shyamalan,,,58,58,1,discgear,Container A,58,58,,,,unmatched,,,,,,
INV-0260,the village,The Village,movie,M. Night Shyamalan,,,57,57,1,discgear,Container A,57,57,,,,unmatched,,,,,,
INV-0261,lotr return of the king extended disc 1,The Lord of the Rings: The Return of the King (Extended) - Disc 1,movie,Lord of the Rings,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0262,lotr return of the king extended disc 2,The Lord of the Rings: The Return of the King (Extended) - Disc 2,movie,Lord of the Rings,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0263,lotr return of the king appendices part 5,LOTR: Return of the King - Appendices Part 5,extra,Lord of the Rings,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0264,lotr return of the king appendices part 6,LOTR: Return of the King - Appendices Part 6,extra,Lord of the Rings,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0265,lotr return of the king special features,LOTR: Return of the King - Special Features,extra,Lord of the Rings,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0266,ai artificial intelligence disc 1,A.I. Artificial Intelligence - Disc 1,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0267,ai artificial intelligence disc 2,A.I. Artificial Intelligence - Disc 2,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0268,ai artificial intelligence special features,A.I. Artificial Intelligence - Special Features,extra,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0269,collateral disc 1,Collateral - Disc 1,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0270,collateral disc 2,Collateral - Disc 2,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0271,romeo must die,Romeo Must Die,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0272,training day,Training Day,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0273,leon the professional,Léon: The Professional,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0274,behind enemy lines,Behind Enemy Lines,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0275,escape from la,Escape from L.A.,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0276,freejack,Freejack,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0277,garden state,Garden State,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0278,dogville disc 1,Dogville - Disc 1,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0279,dogville disc 2,Dogville - Disc 2,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0280,sideways binder,Sideways,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0281,punch-drunk love,Punch-Drunk Love,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0282,punch-drunk love features,Punch-Drunk Love - Special Features,extra,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0283,shallow grave,Shallow Grave,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0284,rabbit-proof fence,Rabbit-Proof Fence,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0285,species iii,Species III,movie,Species,,3,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0286,nightwatch,Nightwatch,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0287,deep rising,Deep Rising,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0288,the dark half,The Dark Half,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0289,end of days,End of Days,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0290,shaolin soccer,Shaolin Soccer,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0291,2009 lost memories,2009: Lost Memories,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0292,crouching tiger hidden dragon,"Crouching Tiger, Hidden Dragon",movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0293,iron monkey,Iron Monkey,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0294,eagles hell freezes over,Eagles: Hell Freezes Over,music,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0295,dark queen,Dark Queen,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0296,empire two worlds collide,Empire: Two Worlds Collide,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0297,leo,Leo,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0298,cult of fury,Cult of Fury,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0299,the eliminator,The Eliminator,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0300,the job,The Job,movie,,,,,,1,,binder,,,,,DVD-R,unmatched,,,,,,DVD-R
INV-0301,game of thrones season 1,Game of Thrones: Season 1,tv,Game of Thrones,1,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0302,game of thrones season 2,Game of Thrones: Season 2,tv,Game of Thrones,2,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0303,game of thrones season 3,Game of Thrones: Season 3,tv,Game of Thrones,3,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0304,game of thrones season 4,Game of Thrones: Season 4,tv,Game of Thrones,4,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0305,game of thrones season 5,Game of Thrones: Season 5,tv,Game of Thrones,5,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0306,game of thrones season 7,Game of Thrones: Season 7,tv,Game of Thrones,7,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0307,firefly the complete series drawer,Firefly: The Complete Series,tv,Firefly,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0308,smallville the complete series,Smallville: The Complete Series,tv,Smallville,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0309,voltron defender of the universe,Voltron: Defender of the Universe - Complete Series,tv,Voltron,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0310,scooby-doo where are you complete,"Scooby-Doo, Where Are You! - Complete Collection",tv,Scooby-Doo,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0311,star wars the complete saga,Star Wars: The Complete Saga (Episodes I-VI),movie,Star Wars,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0312,jurassic park,Jurassic Park,movie,Jurassic Park,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0313,the lost world jurassic park,The Lost World: Jurassic Park,movie,Jurassic Park,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0314,jurassic park iii,Jurassic Park III,movie,Jurassic Park,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0315,alien anthology,Alien Anthology (4-Film Set),movie,Alien,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0316,the lord of the rings animated,The Lord of the Rings (Animated),movie,Lord of the Rings,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0317,lotr fellowship of the ring extended drawer,The Lord of the Rings: The Fellowship of the Ring (Extended),movie,Lord of the Rings,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0318,lotr the two towers extended drawer,The Lord of the Rings: The Two Towers (Extended),movie,Lord of the Rings,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0319,lotr return of the king extended drawer,The Lord of the Rings: The Return of the King (Extended),movie,Lord of the Rings,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0320,the hobbit an unexpected journey,The Hobbit: An Unexpected Journey,movie,The Hobbit,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0321,iron man drawer,Iron Man,movie,MCU,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0322,captain america the first avenger drawer,Captain America: The First Avenger,movie,MCU,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0323,avengers age of ultron drawer,Avengers: Age of Ultron,movie,MCU,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0324,captain america civil war,Captain America: Civil War,movie,MCU,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0325,eternals drawer,Eternals,movie,MCU,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0326,alice in wonderland drawer,Alice in Wonderland,movie,Disney,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0327,disneys a christmas carol,Disney's A Christmas Carol,movie,Disney,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0328,beauty and the beast live action,Beauty and the Beast (Live Action),movie,Disney,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0329,mary poppins returns,Mary Poppins Returns,movie,Disney,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0330,the lion king diamond edition,The Lion King (Diamond Edition),movie,Disney Classics,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0331,the jungle book live action,The Jungle Book (Live Action),movie,Disney,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0332,tangled drawer,Tangled,movie,Disney,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0333,pocahontas,Pocahontas,movie,Disney Classics,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0334,oppenheimer drawer,Oppenheimer,movie,,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0335,the dark tower,The Dark Tower,movie,,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0336,pixels,Pixels,movie,,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0337,phil collins going back live,Phil Collins: Going Back - Live at Roseland Ballroom,music,,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0338,the best of riverdance,The Best of Riverdance,music,,,,,,,drawer,Drawer,,,,,,unmatched,,,,,,
INV-0339,babylon 5 complete series digital,Babylon 5: The Complete Series,tv,Babylon 5,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0340,buffy the vampire slayer complete series,Buffy the Vampire Slayer: The Complete Series,tv,Buffy the Vampire Slayer,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0341,spartacus complete series,Spartacus: The Complete Series,tv,Spartacus,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0342,game of thrones season 3 digital,Game of Thrones: Season 3,tv,Game of Thrones,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0343,game of thrones season 4 digital,Game of Thrones: Season 4,tv,Game of Thrones,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0344,game of thrones season 5 digital,Game of Thrones: Season 5,tv,Game of Thrones,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0345,game of thrones season 6 digital,Game of Thrones: Season 6,tv,Game of Thrones,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0346,the magicians season 2,The Magicians: Season 2,tv,The Magicians,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0347,the magicians season 4,The Magicians: Season 4,tv,The Magicians,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,,,
INV-0348,300,300,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2007,,RT: 61% | Studio: Warner Bros. | MA: Yes
INV-0349,300 rise of an empire,300: Rise of an Empire,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,RT: 45% | Studio: Warner Bros. | MA: Yes
INV-0350,9,9,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2009,,RT: 57% | Studio: Universal | MA: Yes
INV-0351,a bugs life,A Bug's Life,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1998,,RT: 92% | Studio: Disney | MA: Yes
INV-0352,a quiet place,A Quiet Place,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 96% | Studio: Paramount | MA: No
INV-0353,a wrinkle in time,A Wrinkle in Time,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 43% | Studio: Disney | MA: Yes
INV-0354,abraham lincoln vampire hunter,Abraham Lincoln: Vampire Hunter,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2012,,RT: 34% | Studio: Disney | MA: Yes
INV-0355,alien covenant,Alien: Covenant,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 65% | Studio: Disney | MA: Yes
INV-0356,alita battle angel,Alita: Battle Angel,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2019,,RT: 61% | Studio: Disney | MA: Yes
INV-0357,american hustle,American Hustle,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2013,,RT: 92% | Studio: Sony | MA: Yes
INV-0358,an american tail,An American Tail,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1986,,RT: 76% | Studio: Universal | MA: Yes
INV-0359,annihilation,Annihilation,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2018,,RT: 88% | Studio: Paramount | MA: No
INV-0360,antman,Ant-Man,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2015,,RT: 83% | Studio: Disney | MA: Yes
INV-0361,antman and the wasp,Ant-Man and the Wasp,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 87% | Studio: Disney | MA: Yes
INV-0362,aquaman,Aquaman,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2018,,RT: 66% | Studio: Warner Bros. | MA: Yes
INV-0363,arrival,Arrival,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 94% | Studio: Paramount | MA: No
INV-0364,assassins creed,Assassin's Creed,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 18% | Studio: Disney | MA: Yes
INV-0365,avatar,Avatar,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2009,,RT: 81% | Studio: Disney | MA: Yes
INV-0366,avatar the way of water,Avatar: The Way of Water,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2022,,RT: 76% | Studio: Disney | MA: Yes
INV-0367,avengers endgame,Avengers: Endgame,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2019,,RT: 94% | Studio: Disney | MA: Yes
INV-0368,avengers infinity war,Avengers: Infinity War,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 85% | Studio: Disney | MA: Yes
INV-0369,barbie,Barbie,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2023,,RT: 88% | Studio: Warner Bros. | MA: Yes
INV-0370,batman begins,Batman Begins,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2005,,RT: 85% | Studio: Warner Bros. | MA: Yes
INV-0371,baywatch extended cut,Baywatch: Extended Cut,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 18% | Studio: Paramount | MA: No
INV-0372,bean,Bean,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1997,,RT: 41% | Studio: Universal | MA: Yes
INV-0373,beauty and the beast,Beauty and the Beast,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 71% | Studio: Disney | MA: Yes
INV-0374,beauty and the beast signature,Beauty and the Beast (Signature),movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1991,,RT: 95% | Studio: Disney | MA: Yes
INV-0375,beetlejuice,Beetlejuice,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,1988,,RT: 83% | Studio: Warner Bros. | MA: Yes
INV-0376,beetlejuice beetlejuice,Beetlejuice Beetlejuice,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2024,,RT: 76% | Studio: Warner Bros. | MA: Yes
INV-0377,big fish,Big Fish,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2004,,RT: 76% | Studio: Sony | MA: Yes
INV-0378,big hero 6,Big Hero 6,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2015,,RT: 90% | Studio: Disney | MA: Yes
INV-0379,birds of prey,Birds of Prey,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2020,,RT: 79% | Studio: Warner Bros. | MA: Yes
INV-0380,black panther,Black Panther,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 96% | Studio: Disney | MA: Yes
INV-0381,black widow,Black Widow,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2021,,RT: 79% | Studio: Disney | MA: Yes
INV-0382,blade runner 2049,Blade Runner 2049,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2017,,RT: 88% | Studio: Warner Bros. | MA: Yes
INV-0383,bram stokers dracula,Bram Stoker's Dracula,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,1992,,RT: 69% | Studio: Sony | MA: Yes
INV-0384,braveheart,Braveheart,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1995,,RT: 74% | Studio: Paramount | MA: No
INV-0385,brightburn,Brightburn,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2019,,RT: 57% | Studio: Sony | MA: Yes
INV-0386,buffy the vampire slayer,Buffy the Vampire Slayer,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1992,,RT: 36% | Studio: Disney | MA: Yes
INV-0387,burlesque,Burlesque,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2010,,RT: 37% | Studio: Sony | MA: Yes
INV-0388,captain america the winter soldier,Captain America: The Winter Soldier,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,RT: 90% | Studio: Disney | MA: Yes
INV-0389,captain marvel,Captain Marvel,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2019,,RT: 79% | Studio: Disney | MA: Yes
INV-0390,chappie,Chappie,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2015,,RT: 32% | Studio: Sony | MA: Yes
INV-0391,christopher robin,Christopher Robin,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 73% | Studio: Disney | MA: Yes
INV-0392,cinderella,Cinderella,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2015,,RT: 83% | Studio: Disney | MA: Yes
INV-0393,coco,Coco,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 97% | Studio: Disney | MA: Yes
INV-0394,conan the barbarian,Conan the Barbarian,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1982,,RT: 68% | Studio: Universal | MA: Yes
INV-0395,contagion,Contagion,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2011,,RT: 85% | Studio: Warner Bros. | MA: Yes
INV-0396,cowboys and aliens,Cowboys and Aliens,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2011,,RT: 44% | Studio: Universal | MA: Yes
INV-0397,crazy rich asians,Crazy Rich Asians,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 91% | Studio: Warner Bros. | MA: Yes
INV-0398,crimson peak,Crimson Peak,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2015,,RT: 72% | Studio: Universal | MA: Yes
INV-0399,crocodile dundee,Crocodile Dundee,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1986,,RT: 89% | Studio: Paramount | MA: No
INV-0400,darkest hour,Darkest Hour,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 84% | Studio: Universal | MA: Yes
INV-0401,dcu batman and harley quinn,DCU: Batman and Harley Quinn,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 50% | Studio: Warner Bros. | MA: Yes
INV-0402,deadpool,Deadpool,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 85% | Studio: Disney | MA: Yes
INV-0403,deadpool 2,Deadpool 2,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 83% | Studio: Disney | MA: Yes
INV-0404,deadpool wolverine,Deadpool & Wolverine,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2024,,RT: 77% | Studio: Disney | MA: Yes
INV-0405,despicable me,Despicable Me,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2010,,RT: 80% | Studio: Universal | MA: Yes
INV-0406,despicable me 2,Despicable Me 2,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2013,,RT: 75% | Studio: Universal | MA: Yes
INV-0407,doctor strange,Doctor Strange,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 89% | Studio: Disney | MA: Yes
